Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP005751,Male,Yes,0,Graduate,No,2197,2466.0,95.0,180.0,0.0,Rural,Y
LP005752,Male,No,0,Graduate,Yes,7260,0.0,85.0,360.0,1.0,Semiurban,Y
LP005753,Male,Yes,2,Graduate,No,3626,0.0,96.0,360.0,1.0,Semiurban,Y
LP005754,Male,Yes,0,Graduate,No,4255,0.0,114.0,360.0,1.0,Urban,Y
LP005755,Male,Yes,0,Graduate,No,3335,2569.0,179.0,360.0,1.0,Urban,N
LP005756,Male,No,2,Graduate,No,4145,0.0,136.0,360.0,1.0,Rural,Y
LP005757,Male,Yes,0,Graduate,No,8230,0.0,166.0,360.0,1.0,Semiurban,N
LP005758,,Yes,0,Graduate,Yes,1907,4083.0,160.0,360.0,,Semiurban,Y
LP005759,Male,Yes,3+,Graduate,No,7577,0.0,122.0,180.0,1.0,Urban,Y
LP005760,Male,Yes,0,Graduate,No,3035,2188.0,143.0,360.0,1.0,Rural,Y
LP005761,Female,No,1,Not Graduate,,5499,0.0,126.0,360.0,1.0,Semiurban,Y
LP005762,Male,No,0,Graduate,No,3735,0.0,102.0,360.0,0.0,Semiurban,N
LP005763,Male,No,0,Graduate,No,5690,0.0,145.0,360.0,1.0,Rural,Y
LP005764,Male,Yes,3+,Not Graduate,No,2589,1664.0,67.0,180.0,0.0,Urban,N
LP005765,,Yes,0,Graduate,No,16934,0.0,103.0,360.0,1.0,Semiurban,Y
LP005766,Female,Yes,2,Not Graduate,,-131,2917.0,103.0,360.0,1.0,Semiurban,Y
LP005767,Male,Yes,0,Graduate,No,4384,2451.0,119.0,360.0,1.0,Urban,N
LP005768,Male,Yes,1,Graduate,Yes,3418,2079.0,163.0,360.0,1.0,Semiurban,Y
LP005769,Male,Yes,1,Not Graduate,No,2664,1500.0,117.0,180.0,0.0,Rural,N
LP005770,Male,Yes,3+,Graduate,No,4208,0.0,109.0,360.0,1.0,Semiurban,Y
LP005771,Female,No,0,Graduate,Yes,2833,0.0,98.0,360.0,,Urban,Y
LP005772,Male,No,2,Graduate,No,5927,4648.0,156.0,360.0,1.0,Rural,Y
LP005773,Male,Yes,2,Graduate,Yes,17000,1014.0,149.0,360.0,1.0,Rural,Y
LP005774,Male,Yes,2,Graduate,No,6428,1750.0,238.0,300.0,1.0,Semiurban,Y
LP005775,,Yes,2,Graduate,No,2530,1872.0,131.0,360.0,0.0,Semiurban,N
LP005776,Male,Yes,1,Graduate,Yes,16834,2250.0,80.0,360.0,1.0,Semiurban,Y
LP005777,Male,Yes,2,Graduate,No,3364,1603.0,,360.0,1.0,Urban,N
LP005778,Female,No,0,Not Graduate,No,3991,0.0,164.0,360.0,1.0,Rural,Y
LP005779,Male,Yes,3+,Not Graduate,No,2724,0.0,106.0,360.0,1.0,Rural,Y
LP005780,Male,Yes,0,Graduate,No,2323,3150.0,127.0,360.0,1.0,Semiurban,Y
LP005781,Male,Yes,0,Graduate,No,10411,0.0,239.0,360.0,1.0,Semiurban,Y
LP005782,Male,Yes,2,Graduate,No,8569,0.0,245.0,360.0,1.0,Semiurban,Y
LP005783,Male,Yes,1,Not Graduate,No,1652,2436.0,137.0,360.0,1.0,Rural,Y
LP005784,Male,No,2,Graduate,No,3177,0.0,76.0,360.0,0.0,Rural,N
LP005785,Male,Yes,1,Graduate,No,18294,0.0,505.0,360.0,1.0,Urban,N
LP005786,Male,Yes,2,Graduate,Yes,4581,2083.0,150.0,360.0,1.0,Semiurban,Y
LP005787,Male,No,0,Graduate,No,2383,0.0,65.0,360.0,1.0,Urban,N
LP005788,Male,No,0,Not Graduate,No,2991,2785.0,89.0,360.0,,Semiurban,Y
LP005789,Male,Yes,1,Not Graduate,No,5358,1131.0,179.0,360.0,,Urban,Y
LP005790,Male,No,0,Not Graduate,No,4077,0.0,120.0,360.0,1.0,Rural,Y
LP005791,Female,No,0,Not Graduate,Yes,17367,0.0,227.0,360.0,1.0,Semiurban,Y
LP005792,Male,Yes,0,Graduate,No,3925,2157.0,111.0,360.0,0.0,Rural,N
LP005793,Female,Yes,1,Graduate,No,3563,913.0,97.0,84.0,1.0,Semiurban,Y
LP005794,Male,Yes,0,Not Graduate,No,2707,1700.0,107.0,360.0,1.0,Rural,Y
LP005795,Male,Yes,0,Graduate,No,4589,2857.0,105.0,12.0,,Urban,Y
LP005796,Male,Yes,1,Graduate,Yes,2809,0.0,88.0,360.0,1.0,Semiurban,Y
LP005797,Male,No,0,Graduate,No,6388,4416.0,200.0,360.0,0.0,Rural,N
LP005798,Female,No,0,Graduate,No,856,3683.0,105.0,480.0,1.0,Rural,Y
LP005799,Female,No,0,Graduate,No,2785,0.0,90.0,360.0,1.0,Semiurban,Y
LP005800,Male,Yes,2,Graduate,No,4600,5624.0,198.0,360.0,1.0,Semiurban,Y
LP005801,Male,Yes,1,Not Graduate,No,3934,5302.0,132.0,360.0,,Rural,N
LP005802,Male,Yes,0,Not Graduate,No,3816,1483.0,130.0,300.0,1.0,Semiurban,Y
LP005803,Male,Yes,2,Graduate,No,3184,4416.0,247.0,360.0,1.0,Rural,Y
LP005804,Male,Yes,0,Graduate,No,20770,6667.0,476.0,360.0,,Urban,Y
LP005805,,No,0,Graduate,No,3119,0.0,87.0,360.0,1.0,Urban,N
LP005806,Male,Yes,0,Graduate,Yes,2873,3013.0,192.0,360.0,1.0,Urban,Y
LP005807,Female,No,1,Graduate,No,12780,0.0,47.0,360.0,1.0,Urban,Y
LP005808,Male,No,0,Not Graduate,No,3142,1287.0,99.0,360.0,1.0,Rural,N
LP005809,Male,Yes,1,Graduate,No,5815,2004.0,242.0,360.0,1.0,Semiurban,Y
LP005810,Male,Yes,2,Graduate,No,3294,2035.0,144.0,360.0,1.0,Urban,Y
LP005811,Male,Yes,0,Graduate,No,1690,6666.0,71.0,180.0,1.0,Semiurban,N
LP005812,Male,No,0,Graduate,No,5970,3666.0,314.0,360.0,1.0,Rural,N
LP005813,Male,Yes,3+,Graduate,No,3433,3428.0,160.0,360.0,1.0,Rural,Y
LP005814,Female,Yes,2,Graduate,No,2340,1632.0,116.0,480.0,1.0,Semiurban,Y
LP005815,Male,Yes,,Not Graduate,No,3269,1800.0,122.0,360.0,0.0,Semiurban,N
LP005816,Male,No,0,Graduate,No,4998,1915.0,179.0,360.0,1.0,Semiurban,N
LP005817,Female,No,0,Not Graduate,No,3817,0.0,98.0,360.0,1.0,Rural,N
LP005818,Male,Yes,2,Not Graduate,No,2667,1742.0,54.0,360.0,1.0,Semiurban,Y
LP005819,Male,No,0,Graduate,No,2112,0.0,53.0,360.0,1.0,Semiurban,Y
LP005820,Male,Yes,3+,Graduate,Yes,5894,1424.0,104.0,360.0,1.0,Rural,Y
LP005821,Male,Yes,2,Graduate,Yes,8247,7166.0,490.0,360.0,1.0,Rural,Y
LP005822,Male,No,0,Graduate,No,4594,2087.0,,360.0,1.0,Semiurban,N
LP005823,Male,Yes,2,Graduate,Yes,17812,0.0,407.0,360.0,1.0,Rural,Y
LP005824,Male,Yes,0,Graduate,No,4056,0.0,100.0,360.0,1.0,Semiurban,Y
LP005825,Male,Yes,1,Not Graduate,No,4796,1430.0,170.0,360.0,0.0,Semiurban,Y
LP005826,Male,No,1,Not Graduate,No,3071,1302.0,94.0,360.0,1.0,Semiurban,Y
LP005827,Male,No,0,Not Graduate,No,6669,0.0,126.0,360.0,1.0,Semiurban,Y
LP005828,Male,Yes,0,Graduate,No,1036,5500.0,215.0,360.0,,Rural,Y
LP005829,Male,Yes,3+,Graduate,No,3968,0.0,104.0,360.0,1.0,Urban,Y
LP005830,Male,No,2,Graduate,No,4086,0.0,104.0,360.0,0.0,Rural,N
LP005831,Male,No,1,Graduate,No,11055,0.0,189.0,360.0,,Semiurban,N
LP005832,Female,No,0,Not Graduate,Yes,17694,0.0,133.0,360.0,1.0,Urban,Y
LP005833,Male,No,0,Not Graduate,,2275,2042.0,131.0,360.0,1.0,Rural,Y
LP005834,Male,Yes,0,Graduate,No,6498,3906.0,315.0,360.0,1.0,Urban,Y
LP005835,Male,No,2,Graduate,No,3128,0.0,104.0,360.0,1.0,Semiurban,Y
LP005836,Male,Yes,0,Not Graduate,No,2701,536.0,57.0,360.0,1.0,Rural,N
LP005837,Male,Yes,3+,Graduate,No,5947,0.0,151.0,180.0,1.0,Rural,Y
LP005838,Female,Yes,1,Graduate,No,4760,2845.0,134.0,180.0,1.0,Semiurban,Y
LP005839,Female,No,0,Graduate,No,2304,0.0,95.0,360.0,0.0,Semiurban,N
LP005840,Female,No,1,Graduate,,3897,0.0,94.0,360.0,1.0,Semiurban,Y
LP005841,Male,Yes,1,Not Graduate,No,2640,2524.0,120.0,360.0,1.0,Urban,Y
LP005842,Female,Yes,0,Not Graduate,No,3504,663.0,112.0,360.0,,Semiurban,Y
LP005843,Male,Yes,0,Graduate,No,3011,1950.0,155.0,360.0,1.0,Rural,Y
LP005844,Male,No,0,Not Graduate,No,3347,0.0,82.0,36.0,1.0,Semiurban,N
LP005845,Male,No,0,Graduate,No,2486,1783.0,144.0,360.0,1.0,Rural,Y
LP005846,Female,No,0,Graduate,No,4638,0.0,113.0,360.0,0.0,Semiurban,N
LP005847,Male,Yes,0,Graduate,No,2634,2016.0,100.0,360.0,1.0,Rural,Y
LP005848,Male,Yes,2,Graduate,Yes,6918,0.0,,360.0,0.0,Rural,N
LP005849,Male,Yes,1,Not Graduate,No,2075,2375.0,,360.0,1.0,Rural,Y
LP005850,Male,Yes,1,Graduate,No,3635,3250.0,154.0,360.0,1.0,Urban,Y
LP005851,Male,Yes,0,Not Graduate,No,2748,2333.0,179.0,360.0,0.0,Urban,N
LP005852,Male,Yes,0,Graduate,No,3312,4266.0,132.0,180.0,0.0,Rural,N
LP005853,Male,Yes,1,Graduate,No,5594,1032.0,18.0,360.0,1.0,Semiurban,Y
LP005854,Female,No,0,Graduate,No,2698,1625.0,79.0,360.0,,Urban,Y
LP005855,Male,Yes,3+,Graduate,Yes,10433,0.0,261.0,360.0,1.0,Semiurban,Y
LP005856,Male,Yes,0,Graduate,No,4183,2669.0,159.0,360.0,1.0,Semiurban,Y
LP005857,Female,Yes,0,Graduate,No,4460,2306.0,172.0,360.0,1.0,Semiurban,Y
LP005858,Male,Yes,2,Not Graduate,No,3627,242.0,102.0,360.0,1.0,Semiurban,Y
LP005859,Female,Yes,1,Graduate,Yes,19002,0.0,607.0,360.0,1.0,Semiurban,Y
LP005860,Male,Yes,0,Graduate,No,6403,2054.0,203.0,360.0,1.0,Rural,Y
LP005861,Male,No,0,Not Graduate,Yes,5379,0.0,140.0,360.0,1.0,Semiurban,Y
LP005862,Male,Yes,2,Graduate,No,8582,0.0,255.0,360.0,0.0,Urban,N
LP005863,Male,Yes,0,Not Graduate,No,4661,0.0,121.0,360.0,,Rural,Y
LP005864,Male,No,0,Graduate,No,3538,0.0,65.0,360.0,1.0,Urban,Y
LP005865,Male,Yes,3+,Graduate,No,3089,2500.0,129.0,360.0,0.0,Rural,N
LP005866,Female,No,0,Graduate,No,2142,0.0,18.0,360.0,1.0,Urban,N
LP005867,Male,Yes,0,Graduate,No,3151,2064.0,114.0,360.0,0.0,Urban,N
LP005868,Male,Yes,1,Graduate,No,2979,1750.0,178.0,360.0,1.0,Urban,Y
LP005869,Male,Yes,,Graduate,No,5048,1451.0,170.0,360.0,0.0,Urban,N
LP005870,Male,Yes,2,Graduate,No,16505,0.0,278.0,360.0,1.0,Urban,Y
LP005871,Male,Yes,2,Not Graduate,No,6361,1625.0,191.0,480.0,1.0,Semiurban,N
LP005872,Male,Yes,3+,Graduate,No,6210,0.0,142.0,360.0,1.0,Semiurban,N
LP005873,Male,Yes,2,Graduate,No,2810,461.0,107.0,84.0,1.0,Urban,Y
LP005874,,Yes,0,Graduate,No,3208,2210.0,144.0,360.0,0.0,Semiurban,N
LP005875,Male,No,0,Graduate,No,3306,2739.0,108.0,360.0,1.0,Urban,Y
LP005876,Male,Yes,1,Graduate,No,1587,2232.0,102.0,360.0,1.0,Rural,Y
LP005877,Male,No,0,Graduate,,3326,2917.0,164.0,360.0,1.0,Urban,Y
LP005878,Male,Yes,2,Graduate,No,6970,0.0,208.0,360.0,1.0,Semiurban,Y
LP005879,Male,No,0,Graduate,No,2151,33837.0,97.0,360.0,1.0,Urban,N
LP005880,Female,Yes,0,Graduate,No,3430,0.0,31.0,360.0,1.0,Semiurban,Y
LP005881,Male,Yes,1,Graduate,No,1540,0.0,62.0,360.0,,Rural,N
LP005882,Male,Yes,1,Graduate,No,2322,1917.0,156.0,360.0,0.0,Rural,N
LP005883,Male,Yes,1,Graduate,No,4268,3000.0,180.0,84.0,1.0,Rural,N
LP005884,Male,Yes,0,Graduate,No,2493,1522.0,108.0,360.0,1.0,Urban,Y
LP005885,Female,No,0,Not Graduate,No,1676,0.0,66.0,360.0,1.0,Semiurban,Y
LP005886,,No,0,Graduate,No,4859,0.0,86.0,360.0,1.0,Semiurban,Y
LP005887,Male,Yes,2,Graduate,Yes,3183,0.0,97.0,360.0,0.0,Semiurban,N
LP005888,Male,Yes,0,Graduate,No,2619,3416.0,58.0,180.0,1.0,Semiurban,Y
LP005889,Male,Yes,2,Graduate,Yes,5777,0.0,212.0,240.0,1.0,Semiurban,N
LP005890,,No,3+,Graduate,Yes,9285,0.0,290.0,360.0,1.0,Semiurban,Y
LP005891,Male,Yes,0,Graduate,No,3432,3300.0,152.0,180.0,1.0,Rural,Y
LP005892,Male,Yes,0,Graduate,Yes,15990,0.0,250.0,360.0,1.0,Urban,Y
LP005893,Male,No,0,Not Graduate,No,4278,0.0,118.0,360.0,1.0,Rural,Y
LP005894,Male,Yes,2,Not Graduate,Yes,5965,1000.0,181.0,360.0,1.0,Rural,N
LP005895,Male,No,,Graduate,No,3127,0.0,79.0,360.0,0.0,Semiurban,N
LP005896,Male,Yes,0,Graduate,Yes,10335,0.0,177.0,360.0,1.0,Rural,Y
LP005897,Male,Yes,2,Graduate,No,6232,0.0,200.0,360.0,1.0,Urban,Y
LP005898,Female,No,3+,Graduate,,655,41667.0,356.0,180.0,,Urban,N
LP005899,Male,Yes,0,Not Graduate,,2791,2792.0,163.0,360.0,1.0,Rural,Y
LP005900,Male,Yes,3+,Graduate,No,5874,0.0,134.0,360.0,1.0,Urban,Y
LP005901,Male,No,0,Graduate,No,3709,4301.0,162.0,360.0,1.0,Rural,Y
LP005902,Female,Yes,1,Graduate,No,12183,0.0,497.0,360.0,1.0,Semiurban,Y
LP005903,Male,Yes,0,Not Graduate,No,2009,3800.0,,180.0,1.0,Urban,N
LP005904,Male,Yes,1,Graduate,No,3550,2500.0,168.0,360.0,1.0,Semiurban,Y
LP005905,Male,Yes,2,Not Graduate,No,4189,1411.0,151.0,360.0,1.0,Rural,Y
LP005906,Male,Yes,0,Graduate,No,3496,1950.0,109.0,360.0,1.0,Rural,Y
LP005907,Female,No,0,Graduate,No,3296,0.0,72.0,360.0,1.0,Rural,Y
LP005908,Male,Yes,3+,Graduate,No,3720,0.0,42.0,180.0,1.0,Rural,Y
LP005909,Male,Yes,1,Graduate,No,7853,240.0,258.0,360.0,1.0,Urban,Y
LP005910,Male,Yes,2,Graduate,No,8080,0.0,185.0,360.0,1.0,Urban,Y
LP005911,Female,No,0,Graduate,Yes,4648,0.0,137.0,360.0,0.0,Semiurban,N
LP005912,Male,No,0,Graduate,No,5671,0.0,,360.0,1.0,Urban,Y
LP005913,Male,Yes,1,Graduate,No,4698,1508.0,131.0,360.0,1.0,Rural,N
LP005914,Male,Yes,0,Graduate,Yes,3328,0.0,69.0,360.0,1.0,Urban,Y
LP005915,Male,Yes,0,Not Graduate,No,3014,2358.0,125.0,360.0,1.0,Urban,Y
LP005916,Male,No,0,Graduate,No,5914,0.0,144.0,360.0,1.0,Urban,Y
LP005917,Male,Yes,2,Graduate,Yes,5143,4196.0,271.0,360.0,1.0,Urban,Y
LP005918,Male,Yes,0,Not Graduate,No,2545,1516.0,93.0,360.0,1.0,Urban,Y
LP005919,Male,Yes,3+,Graduate,No,3194,2504.0,164.0,360.0,0.0,Semiurban,N
LP005920,Male,Yes,2,Graduate,No,4498,1526.0,159.0,360.0,1.0,Urban,Y
LP005921,Male,Yes,1,Graduate,No,12577,10968.0,358.0,360.0,1.0,Semiurban,N
LP005922,Male,Yes,2,Graduate,No,2907,700.0,74.0,360.0,1.0,Urban,Y
LP005923,Male,Yes,2,Graduate,,2296,1840.0,116.0,360.0,1.0,Urban,Y
LP005924,Male,Yes,2,Graduate,No,2854,8106.0,200.0,360.0,1.0,Urban,Y
LP005925,Male,No,0,Graduate,No,1804,2840.0,117.0,360.0,1.0,Rural,N
LP005926,Male,Yes,2,Graduate,No,900,1086.0,24.0,120.0,1.0,Urban,Y
LP005927,Male,No,0,Graduate,No,5028,0.0,125.0,360.0,1.0,Urban,Y
LP005928,Male,No,1,Not Graduate,No,3709,0.0,105.0,240.0,,Urban,Y
LP005929,Female,No,0,Graduate,No,3581,0.0,66.0,360.0,0.0,Urban,N
LP005930,Male,Yes,0,Not Graduate,No,4390,0.0,129.0,360.0,1.0,Rural,N
LP005931,Male,Yes,0,Graduate,,3005,3500.0,111.0,,1.0,Urban,Y
LP005932,Male,Yes,0,Not Graduate,No,7385,0.0,107.0,360.0,0.0,Urban,N
LP005933,Male,Yes,1,Graduate,No,6176,5625.0,324.0,360.0,1.0,Urban,Y
LP005934,Male,Yes,0,Not Graduate,No,3020,1911.0,114.0,360.0,0.0,Semiurban,N
LP005935,,Yes,2,Not Graduate,No,3745,1917.0,107.0,360.0,0.0,Rural,N
LP005936,Male,Yes,1,Graduate,,3606,2925.0,153.0,360.0,,Semiurban,N
LP005937,Male,Yes,0,Graduate,Yes,9375,0.0,198.0,360.0,1.0,Semiurban,Y
LP005938,Male,Yes,0,Graduate,No,2318,2253.0,130.0,360.0,1.0,Semiurban,Y
LP005939,Male,Yes,2,Not Graduate,No,4068,1040.0,110.0,360.0,1.0,Urban,Y
LP005940,Male,No,0,Not Graduate,No,1845,0.0,36.0,360.0,1.0,Urban,N
LP005941,Female,No,2,Graduate,,3427,2083.0,126.0,360.0,1.0,Semiurban,Y
LP005942,Male,Yes,1,Graduate,,4416,3369.0,209.0,360.0,,Urban,N
LP005943,Male,No,0,Graduate,No,3237,0.0,82.0,360.0,1.0,Urban,N
LP005944,Male,No,1,Graduate,Yes,4788,0.0,109.0,360.0,1.0,Rural,N
LP005945,Male,Yes,0,Graduate,No,3357,1667.0,118.0,360.0,1.0,Semiurban,Y
LP005946,Male,No,3+,Graduate,No,12402,3000.0,315.0,360.0,1.0,Rural,N
LP005947,Male,Yes,0,Graduate,No,2214,2067.0,,360.0,1.0,Urban,Y
LP005948,Male,Yes,0,Graduate,No,2296,1330.0,106.0,,0.0,Urban,N
LP005949,Female,Yes,0,Graduate,No,3465,1459.0,134.0,360.0,1.0,Semiurban,Y
LP005950,Male,No,0,Graduate,No,3744,7210.0,174.0,360.0,1.0,Urban,Y
LP005951,Male,No,0,Not Graduate,No,3625,1668.0,116.0,360.0,1.0,Semiurban,Y
LP005952,Male,No,0,Graduate,No,3581,0.0,80.0,360.0,1.0,Urban,N
LP005953,Male,No,0,Graduate,No,2172,1213.0,48.0,360.0,1.0,Urban,Y
LP005954,Male,Yes,0,Graduate,No,2202,0.0,81.0,360.0,,Urban,Y
LP005955,Male,Yes,0,Graduate,No,3649,2336.0,132.0,360.0,1.0,Semiurban,Y
LP005956,Male,Yes,0,Not Graduate,Yes,4422,0.0,89.0,,1.0,Urban,Y
LP005957,Female,No,0,Graduate,No,3372,0.0,89.0,,1.0,Urban,Y
LP005958,Male,Yes,1,Graduate,No,5944,0.0,51.0,360.0,1.0,Urban,Y
LP005959,Male,Yes,0,Graduate,No,5941,0.0,136.0,360.0,1.0,Urban,Y
LP005960,Female,Yes,0,Graduate,No,3069,3440.0,121.0,360.0,0.0,Urban,N
LP005961,Female,No,0,Graduate,No,4154,2275.0,144.0,360.0,1.0,Semiurban,Y
LP005962,Female,Yes,0,Not Graduate,No,1642,1644.0,90.0,360.0,1.0,Semiurban,Y
LP005963,Female,No,0,Graduate,No,3441,0.0,121.0,360.0,1.0,Semiurban,Y
LP005964,Female,No,0,Graduate,No,4674,0.0,106.0,360.0,1.0,Semiurban,N
LP005965,Male,Yes,2,Graduate,No,4542,0.0,133.0,360.0,1.0,Urban,N
LP005966,Female,Yes,1,Graduate,Yes,11705,0.0,277.0,360.0,0.0,Urban,N
LP005967,Male,Yes,2,Graduate,No,2892,1167.0,87.0,360.0,1.0,Semiurban,Y
LP005968,Male,Yes,0,Graduate,No,2119,1591.0,96.0,360.0,1.0,Semiurban,Y
LP005969,Male,Yes,0,Graduate,No,3182,2200.0,134.0,360.0,1.0,Rural,N
LP005970,Male,Yes,1,Graduate,No,7984,2250.0,182.0,360.0,1.0,Urban,Y
LP005971,Male,Yes,2,Not Graduate,No,3529,2859.0,137.0,360.0,1.0,Urban,Y
LP005972,Male,Yes,0,Graduate,No,2724,3796.0,119.0,360.0,1.0,Urban,Y
LP005973,Male,Yes,3+,Graduate,No,2555,0.0,91.0,360.0,1.0,Urban,Y
LP005974,Male,Yes,0,Not Graduate,Yes,2453,3449.0,166.0,180.0,0.0,Rural,N
LP005975,Male,Yes,1,Graduate,No,5011,0.0,,360.0,0.0,Rural,N
LP005976,Female,No,0,Graduate,No,4260,0.0,108.0,360.0,0.0,Semiurban,N
LP005977,Male,Yes,0,Graduate,No,6104,4595.0,264.0,360.0,1.0,Semiurban,N
LP005978,Male,No,0,Not Graduate,No,3341,2254.0,122.0,180.0,0.0,Urban,N
LP005979,Male,Yes,1,Graduate,No,11173,0.0,319.0,360.0,1.0,Urban,Y
LP005980,Male,Yes,3+,Not Graduate,Yes,6870,0.0,123.0,60.0,1.0,Urban,Y
LP005981,Female,No,0,Graduate,No,4048,0.0,129.0,360.0,0.0,Semiurban,N
LP005982,Male,Yes,0,Graduate,No,3620,3066.0,182.0,360.0,1.0,Urban,Y
LP005983,Male,Yes,2,Not Graduate,Yes,1874,1875.0,100.0,360.0,1.0,Semiurban,Y
LP005984,Male,No,0,Graduate,No,3884,0.0,87.0,300.0,1.0,Semiurban,Y
LP005985,Male,Yes,3+,Not Graduate,No,4964,0.0,94.0,,0.0,Semiurban,N
LP005986,Male,Yes,3+,Graduate,Yes,5479,1774.0,192.0,360.0,1.0,Semiurban,Y
LP005987,Male,No,0,Graduate,No,3458,0.0,114.0,480.0,1.0,Urban,N
LP005988,Male,No,0,Graduate,No,3909,4750.0,166.0,360.0,1.0,Urban,N
LP005989,Male,Yes,1,Graduate,Yes,787,3022.0,111.0,360.0,1.0,Urban,N
LP005990,Male,Yes,3+,Graduate,No,3557,4000.0,170.0,300.0,0.0,Semiurban,N
LP005991,Male,Yes,3+,Not Graduate,Yes,3134,2166.0,127.0,360.0,,Semiurban,Y
LP005992,Female,No,0,Graduate,No,3601,0.0,103.0,360.0,1.0,Semiurban,Y
LP005993,Male,Yes,1,Graduate,Yes,2546,0.0,,360.0,1.0,Semiurban,Y
LP005994,Female,Yes,2,Graduate,No,1410,1881.0,165.0,360.0,1.0,Urban,N
LP005995,Male,Yes,0,Graduate,No,5635,2250.0,269.0,360.0,,Semiurban,N
LP005996,Male,Yes,1,Graduate,No,4401,0.0,56.0,240.0,1.0,Urban,Y
LP005997,Male,No,0,Graduate,No,2397,2531.0,128.0,360.0,1.0,Semiurban,Y
LP005998,Male,Yes,2,Not Graduate,No,3540,2000.0,97.0,360.0,,Semiurban,Y
LP005999,Male,Yes,0,Graduate,No,2991,2118.0,107.0,360.0,1.0,Semiurban,Y
LP006000,Male,No,0,Graduate,No,8938,0.0,200.0,360.0,1.0,Urban,Y
LP006001,Male,Yes,0,Graduate,No,5276,4167.0,170.0,360.0,1.0,Semiurban,Y
LP006002,Male,Yes,0,Graduate,No,3003,2900.0,125.0,360.0,1.0,Semiurban,Y
LP006003,Male,Yes,2,Graduate,No,5847,5654.0,189.0,180.0,1.0,Semiurban,Y
LP006004,Male,Yes,2,Not Graduate,No,2946,1820.0,91.0,360.0,1.0,Urban,Y
LP006005,Male,No,0,Graduate,No,4377,0.0,125.0,360.0,1.0,Semiurban,Y
LP006006,Male,No,0,Not Graduate,No,4074,0.0,15.0,120.0,1.0,Semiurban,Y
LP006007,Male,No,0,Graduate,,6811,0.0,,360.0,,Urban,N
LP006008,Female,Yes,0,Graduate,No,2885,2302.0,139.0,360.0,1.0,Semiurban,Y
LP006009,Male,Yes,0,Graduate,No,2151,997.0,59.0,360.0,1.0,Semiurban,Y
LP006010,Male,Yes,0,Not Graduate,No,4668,0.0,105.0,180.0,1.0,Semiurban,Y
LP006011,Male,Yes,0,Graduate,No,1588,3541.0,132.0,360.0,1.0,Semiurban,Y
LP006012,Male,Yes,2,Not Graduate,No,4735,3263.0,143.0,180.0,1.0,Urban,Y
LP006013,Male,No,0,Graduate,No,4684,3806.0,141.0,360.0,1.0,Semiurban,Y
LP006014,Male,Yes,,Graduate,No,13493,0.0,,360.0,1.0,Urban,Y
LP006015,Male,Yes,0,Graduate,No,4316,3583.0,,360.0,1.0,Semiurban,Y
LP006016,Male,,,Graduate,No,4018,754.0,170.0,360.0,1.0,Urban,Y
LP006017,Male,Yes,1,Graduate,No,3498,1030.0,107.0,360.0,1.0,Urban,Y
LP006018,Male,Yes,2,Graduate,No,11092,1126.0,235.0,360.0,1.0,Urban,Y
LP006019,Male,No,0,Not Graduate,,6855,0.0,128.0,360.0,1.0,Rural,N
LP006020,Male,Yes,2,Graduate,No,4114,3600.0,207.0,360.0,0.0,Urban,N
LP006021,Male,Yes,3+,Not Graduate,No,1825,754.0,86.0,480.0,1.0,Semiurban,Y
LP006022,Male,No,0,Graduate,No,5530,0.0,133.0,360.0,1.0,Urban,Y
LP006023,Female,Yes,0,Graduate,,2617,2333.0,143.0,360.0,1.0,Semiurban,Y
LP006024,Male,Yes,0,Not Graduate,No,3285,4114.0,143.0,,0.0,Rural,N
LP006025,Female,No,1,Graduate,Yes,7655,0.0,,360.0,1.0,Semiurban,Y
LP006026,Male,No,0,Graduate,,5132,0.0,119.0,360.0,1.0,Semiurban,Y
LP006027,Male,Yes,1,Graduate,No,14999,0.0,193.0,180.0,1.0,Rural,Y
LP006028,Female,Yes,0,Graduate,No,3184,2283.0,160.0,360.0,1.0,Semiurban,Y
LP006029,Male,Yes,1,Graduate,No,1980,1398.0,93.0,360.0,,Urban,Y
LP006030,Male,Yes,0,Graduate,No,5528,2142.0,169.0,360.0,1.0,Rural,N
LP006031,Female,No,0,Graduate,No,10788,0.0,250.0,360.0,1.0,Urban,Y
LP006032,Male,Yes,,Graduate,No,5658,2667.0,187.0,360.0,1.0,Rural,Y
LP006033,Female,No,0,Graduate,No,4210,0.0,52.0,360.0,1.0,Semiurban,Y
LP006034,Female,No,0,Graduate,No,1972,8980.0,138.0,360.0,0.0,Semiurban,Y
LP006035,Male,Yes,2,Graduate,No,3429,0.0,83.0,360.0,1.0,Semiurban,Y
LP006036,Male,Yes,0,Not Graduate,No,4787,2014.0,186.0,360.0,1.0,Rural,Y
LP006037,Female,No,0,Graduate,No,3841,0.0,96.0,360.0,,Rural,Y
LP006038,,Yes,3+,Graduate,No,23382,0.0,378.0,360.0,1.0,Rural,Y
LP006039,Male,No,0,Graduate,No,3651,1640.0,,360.0,1.0,Rural,Y
LP006040,Male,Yes,1,Graduate,Yes,10712,3850.0,151.0,180.0,0.0,Urban,N
LP006041,Male,Yes,0,Graduate,No,6400,2569.0,182.0,360.0,,Rural,N
LP006042,Male,No,0,Graduate,Yes,20599,0.0,653.0,480.0,,Urban,Y
